QEMU Startup,Memcached Startup,Average CPU (%),CPU Interval (s),Mem (KB)
0.2,interrupted,0.2,5.01,92712
5.01,0.0,92712
5.01,0.2,92712
5.01,0.4,92712
10.01,0.4,92712
15.02,0.0,92712
20.02,6.8,93736
25.03,136.3,94068
30.03,156.8,95732
5.01,50.5,89808
10.01,37.2,92216
15.02,143.7,93624
20.02,148.8,95800
25.03,155.7,98104
30.04,146.9,99896
5.0,48.6,82432
10.01,87.3,92016
15.02,151.2,93936
20.02,155.9,96112
25.03,155.4,98032
30.03,153.4,98928
5.01,56.0,91672
10.01,146.4,92544
15.02,157.5,94592
20.02,159.1,96768
25.03,146.9,98944
30.03,155.5,98944
5.01,49.1,82744
10.01,0.0,82744
15.02,0.4,82744
20.02,43.0,91556
25.03,146.3,93092
30.03,154.1,95012
5.01,49.7,82384
10.01,0.2,82512
15.02,67.7,91684
20.02,151.9,93604
25.03,150.5,95652
30.03,157.9,97572
5.01,47.3,82604
10.01,0.0,82604
15.02,112.9,92420
20.02,154.8,94084
25.03,150.2,96132
30.04,150.1,98052
5.01,50.1,81972
10.01,34.2,91036
15.02,151.0,92700
20.02,150.5,94748
25.03,155.7,96796
30.03,150.4,98460
5.01,0.6,92980
10.01,0.2,92980
15.02,0.2,92980
20.02,0.4,92980
25.03,0.4,92980
30.03,102.9,94052
5.01,52.1,82272
10.01,117.9,92144
15.02,151.0,93808
20.02,159.7,95856
25.03,152.5,97776
30.03,155.9,98672
35.04,158.9,98672
40.05,19.6,98672
45.05,0.4,98672
50.05,1.0,98672
55.06,1.6,98672
60.06,0.4,98672
65.07,0.2,98672
70.07,0.2,98672
75.08,0.4,98672
80.08,0.4,98672
85.09,0.4,98672
90.09,0.4,98672
95.1,1.2,98672
100.1,0.2,98672
105.11,1.2,98672
110.11,0.2,98672
115.12,0.2,98672
120.12,0.4,98672
125.13,0.2,98672
130.14,0.4,98672
135.14,0.4,98672
140.15,0.4,98672
145.15,0.4,98672
150.15,0.2,98672
155.16,0.4,98672
160.17,0.2,98672
165.17,0.2,98672
170.18,0.4,98672
175.18,0.4,98672
180.19,0.4,98672
185.19,0.2,98672
190.2,0.4,98672
195.2,0.2,98672
200.21,0.4,98672
205.22,0.4,98672
210.22,57.3,93272
215.23,156.5,94936
220.23,159.4,96472
225.24,159.5,98392
230.24,161.8,98904
235.25,155.4,98904
240.26,84.5,98904
245.26,0.4,98904
250.27,0.4,98904
255.27,0.2,98904
260.27,0.4,98904
265.28,1.8,98904
270.29,0.6,98904
275.29,0.2,98904
280.3,0.4,98904
285.3,0.4,98904
290.31,0.2,98904
295.32,0.2,98904
300.32,0.4,98904
305.33,0.4,98904
310.33,0.4,98904
315.34,0.2,98904
320.34,0.2,98904
325.34,0.4,98904
330.35,0.4,98904
335.36,113.5,94772
340.36,159.2,96308
345.37,156.3,97844
350.37,157.8,99252
355.38,161.0,99508
360.38,161.6,99508
365.39,24.8,99508
370.4,1.2,99508
375.4,0.2,99508
380.41,0.4,99508
385.41,0.2,99508
390.41,0.4,99508
395.42,0.4,99508
400.43,0.2,99508
405.43,0.4,99508
410.44,46.0,94248
415.44,149.1,95528
420.45,161.2,97064
425.46,153.5,98600
430.46,161.2,99752
435.47,160.5,99752
440.47,93.3,99752
445.48,2.0,99752
450.48,0.4,99752
455.49,0.4,99752
460.5,0.2,99752
465.5,0.4,99752
470.51,0.2,99752
475.51,0.2,99752
480.52,0.4,99752
485.53,1.2,99752
490.53,0.4,99752
495.54,0.2,99752
500.54,0.4,99752
505.55,0.4,99752
510.55,0.2,99752
515.56,0.4,99752
520.56,0.4,99752
525.57,0.2,99752
530.58,0.4,99752
535.58,0.4,99752
540.59,0.2,99752
545.59,0.2,99752
550.6,0.4,99752
555.61,0.4,99752
560.61,1.6,94744
565.62,137.7,95448
570.62,154.9,96600
575.63,158.4,98136
580.63,162.3,99416
585.64,158.0,99416
590.64,164.5,99544
595.65,1.4,99544
600.65,0.4,99544
605.66,0.2,99544
610.67,0.4,99544
615.67,1.8,99544
620.68,0.4,99544
625.68,0.4,99544
630.69,0.4,99544
635.69,0.4,99544
640.7,0.2,99544
645.7,0.2,99544
650.71,0.4,99544
655.71,0.4,99544
660.72,0.4,99544
665.72,0.2,99544
670.73,0.6,94344
5.01,49.7,82548
10.01,32.6,91372
15.02,151.6,92908
20.02,153.3,94956
25.03,150.0,96876
30.04,156.3,98668
35.04,163.3,98796
40.05,107.9,98796
45.05,0.4,98796
50.06,0.4,98796
55.06,0.4,98796
60.07,0.2,98796
65.07,1.4,98796
70.08,1.2,98796
75.08,0.4,98796
80.09,0.2,98796
85.09,0.4,98796
90.1,0.4,98796
95.11,0.4,98796
100.11,0.4,98796
105.12,0.4,98796
110.12,0.0,98796
115.13,0.4,98796
120.14,0.4,98796
125.14,0.4,98796
130.15,53.1,94072
135.15,153.6,95352
140.16,152.8,97016
145.17,153.2,98424
150.17,156.8,99192
155.18,159.1,99192
160.18,84.9,99192
165.19,1.2,99192
170.2,0.4,99192
175.2,0.2,99192
180.21,0.4,99192
185.21,0.4,99192
190.22,0.2,99192
195.23,0.4,99192
200.23,0.4,99192
205.24,78.1,94332
210.24,157.0,95740
215.25,158.8,97404
220.26,152.0,98684
225.26,153.8,99196
230.27,151.5,99196
235.27,54.1,99196
240.28,0.2,99196
245.28,0.4,99196
250.29,1.2,99196
255.29,0.2,99196
260.3,0.4,99196
265.3,0.4,99196
270.31,0.2,99196
275.32,0.4,99196
280.32,0.4,99196
285.33,0.2,99196
290.33,0.4,99196
295.34,1.4,99196
300.34,0.4,99196
305.34,0.4,99196
310.35,0.4,99196
315.35,0.2,99196
320.36,0.4,99196
325.37,0.2,99196
330.37,0.4,99196
335.38,0.2,99196
340.38,0.4,99196
345.39,0.4,99196
350.4,0.4,99196
355.4,0.2,99196
360.41,0.4,99196
365.41,0.4,99196
370.42,0.2,99196
375.43,0.4,99196
380.43,0.2,99196
385.44,0.4,99196
